"","kind","name","rate01.median","rate10.median","count0.median","count1.median","ntip.median","depth.median","total.length.median","parsimony.score.median","average.rate.median","tropic.to.temperate.fraction.median","rate01.sd","rate10.sd","count0.sd","count1.sd","ntip.sd","depth.sd","total.length.sd","parsimony.score.sd","average.rate.sd","tropic.to.temperate.fraction.sd","invariant.proportion"
"29","genus","Symphyotrichum",0.0031086778832947,0.00950466753836425,0,50,50,10.54821,107.924273,0,0.00626977452165148,0.815978386858737,2.46407178234447,0.0481912515135015,18.8019341364852,18.8019341364852,0,0,0,0.366666666666667,1.25608239683542,0.408875643876932,88
"76","random_50_taxa","Symphyotrichum_RandomTwin",0.00192733057304552,0.00241077264591278,5,45,50,104.999999,1694.284767,3,0.00218653658588033,0.58953549225799,1.36951635659371,0.0872434031632494,10.2010100510001,10.2010100510001,0,3.17061661644093,139.272378908513,1.54409922745995,0.728353775514141,0.44036033287091,6
"30","genus","Taraxacum",0.758340757502472,0.0229663355812172,0,63,63,10.351558,148.542825,0,0.38790437649377,0.0225158525445868,2.13305737697747,0.0699643805077926,24.6321851538702,24.6321851538702,0,0,0,0.468287229478799,1.09756757624956,0.488633410173909,79
"77","random_63_taxa","Taraxacum_RandomTwin",0.000177688508905555,0.00278831807329467,7,56,63,104.999999,1996.6680255,4,0.00213802058301246,0.978844826481127,0.495323362966298,0.0331827536084856,13.2912213756511,13.2912213756511,0,3.11647465289694,139.159550094406,1.71961353421945,0.264174462460235,0.43140407021731,2
"31","genus","Valeriana",4.90984671521204e-05,0.00282382083822927,3,112,115,30.861115,1092.923132,2,0.00196569419377702,0.990769157297754,0.328699104261362,0.0626858830524819,36.7944055914521,36.7944055914521,0,0,0,1.32588830524287,0.168426585402207,0.457857380182168,13
"78","random_115_taxa","Valeriana_RandomTwin",2.06115362243856e-09,0.00208309764269288,13,102,115,105,3072.8908525,5,0.00167467256360825,0.999997724961669,0.0337118922642668,0.0014709646022981,23.9328521940327,23.9328521940327,0,2.44129261447018,169.035369083876,2.13919648844177,0.0172226851074831,0.412243528251963,0
"32","genus","Viburnum",0.00162022306647594,0.00610766600442766,1,118,119,47.8,354.892365,0,0.0057951550897451,0.643001476101875,3.22078873841867,0.0269472316480181,43.9090830666911,43.9090830666911,0,0,0,0.643224201765896,1.62365844896213,0.465418776458472,60
"79","random_119_taxa","Viburnum_RandomTwin",2.06115362243856e-09,0.00230187778675585,13,106,119,105,3103.896297,6,0.00158853612281567,0.999997865928618,0.0257148947792399,0.00182475554643714,25.5945780243087,25.5945780243087,0,2.29927610518003,191.442452371766,2.27999645578317,0.0130763312233143,0.400942370702512,0
"33","genus","Wahlenbergia",0.00123992698669728,0.00326986111223551,2,69,71,45.937651,638.440577,1,0.00246986116572929,0.983705247963603,0.223290966491922,0.081056103898227,23.7391123369315,23.7391123369315,0,0,0,0.978299906506541,0.117187482021201,0.457292218133299,27
"80","random_71_taxa","Wahlenbergia_RandomTwin",2.06115362243856e-09,0.00259939720854174,8,63,71,105,2182.427233,4,0.00187243263481851,0.999998532033398,4.56098549627442,0.13206375141895,15.0353757935253,15.0353757935253,0,2.74368309882223,140.537826100939,2.10480450878508,2.34648253049005,0.426292881238728,3
