species	region	tot.records
Crepis_lampsanoides	0	688
Crepis_darvazica	0	2
Crepis_hierosolymitana	0	56
Crepis_foetida	0.00376325692781389	2923
Crepis_frigida	0	1
Crepis_cretica	0	7
Crepis_acuminata	0.00210526315789474	475
Senecio_hypochoerideus	0.615384615384615	39
Crepis_guioliana	0	1
Crepis_chrysantha	0	2
Crepis_bursifolia	0	11
Crepis_baldaccii	0	4
Crepis_auriculifolia	0	3
Crepis_viscidula	0	6
Crepis_tybakiensis	0	5
Crepis_oporinoides	0	36
Crepis_lacera	0	5
Crepis_pygmaea	0	394
Crepis_palaestina	0	202
Crepis_oreades	0	4
Crepis_tectorum	0	6921
Crepis_merxmuelleri	0	2
Crepidifolium_tenuifolium	0	7
Crepis_sibthorpiana	0	2
Crepis_pusilla	0	32
Crepis_sahendi	0	2
Crepis_turcomanica	0	3
Crepis_praemorsa	0	2081
Crepis_zacintha	0	23
Crepis_paludosa	0	22616
Taraxacum_sinicum	0	11
Taraxacum_cylleneum	0	1
Taraxacum_glaucophyllum	0	6
Taraxacum_inimitabile	0	1
Taraxacum_leucanthum	0	46
Taraxacum_luridum	0	7
Taraxacum_margaritarium	0	1
Taraxacum_mongoliforme	0	2
Taraxacum_nobile	0	1
Taraxacum_sherriffii	0	1
Taraxacum_stenocephalum	0	6
Taraxacum_suasorium	0	1
Taraxacum_suave	0	1
Taraxacum_venustius	0	1
Dubyaea_hispida	0.0540540540540541	37
Heteracia_szovitsii	0	1
Soroseris_umbrella	0	12
Syncalathium_chrysocephalum	0	4
Syncalathium_disciforme	0	12
Ixeris_repens	0.173913043478261	23
Taraxacum_arcticum	0	241
Taraxacum_aristum	0	39
Taraxacum_gilliesii	0.0555555555555556	18
Taraxacum_nordstedtii	0	583
Taraxacum_islandicum	0	6
Taraxacum_tenebricans	0	496
Taraxacum_horridifrons	0	130
Taraxacum_bracteatum	0	218
Taraxacum_lamprophyllum	0	75
Taraxacum_subericinum	0	5
Taraxacum_disseminatum	0.0227272727272727	44
Taraxacum_rubicundum	0	1077
Taraxacum_fontanicola	0	2
Taraxacum_paucilobum	0	10
Taraxacum_assemanii	0	1
Taraxacum_linearisquameum	0	6
Taraxacum_pindicola	0	1
Taraxacum_obliquum	0	561
Taraxacum_pyrenaicum	0	1
Taraxacum_mitalii	0.25	4
Taraxacum_nutans	0	1
Taraxacum_haussknechtii	0	7
Taraxacum_schroeterianum	0	26
Crepidiastrum_taiwanianum	1	5
Crepidifolium_akagii	0	2
Crepis_polytricha	0	2
Rhagadiolus_edulis	0	775
Hypochaeris_robertia	0.0377358490566038	53
Leontodon_berinii	0	3
Leontodon_boryi	0	54
Scorzoneroides_garnironii	0	4
Leontodon_graecus	0	21
Scorzoneroides_helvetica	0	111
Leontodon_hispidus	0	4888
Leontodon_incanus	0.0043859649122807	228
Scorzoneroides_laciniata	0	68
Leontodon_saxatilis	0	195
Leontodon_rigens	0	6
Scorzoneroides_rilaensis	0	4
Leontodon_tingitanus	0	54
Picris_scabra	0.142857142857143	7
Picris_angustifolia	0.0239567233384853	1294
Picris_asplenioides	0	6
Picris_cupuligera	0	34
Picris_willkommii	0	8
Picris_hispanica	0	404
Picris_squarrosa	0	195
Hypochaeris_albiflora	0.125	464
Hypochaeris_catharinensis	1	27
Hypochaeris_chillensis	0.602409638554217	83
Hypochaeris_lutea	0.929577464788732	71
Hypochaeris_microcephala	0.590909090909091	66
Hypochaeris_tropicalis	0.375	8
Hypochaeris_megapotamica	0.470588235294118	34
Hypochaeris_variegata	0.368421052631579	19
Helminthotheca_aculeata	0	4
Leontodon_filii	0	3
Hypochaeris_achyrophorus	0	304
Nabalus_tatarinowii	0	35
Hypochaeris_angustifolia	0	11
Hypochaeris_cretensis	0	51
Hypochaeris_glabra	0.000202922077922078	9856
Hypochaeris_leontodontoides	0	18
Hypochaeris_pampasica	0.153846153846154	26
Hypochaeris_rutea	0	5
Hypochaeris_salzmanniana	0	28
Hypochaeris_taraxacoides	0.785714285714286	28
Hypochaeris_maculata	0	15138
Hypochaeris_sessiliflora	1	158
Helminthotheca_echioides	0.000750750750750751	1332
Helminthotheca_comosa	0	2
Urospermum_dalechampii	0	100
Urospermum_picroides	0.000986193293885602	1014
Leontodon_crispus	0	5489
Picris_hieracioides	0.00733634311512415	3544
Picris_japonica	0.219178082191781	73
Picris_nuristanica	0.0256410256410256	78
Picris_sinuata	0	2
Nabalus_sagittatus	0	3
Nabalus_alatus	0	33
Nabalus_altissimus	0	179
Nabalus_trifoliolatus	0	113
Nabalus_serpentarius	0	69
Nabalus_barbatus	0	9
Nabalus_crepidineus	0	25
Nabalus_asper	0	43
Nabalus_roanensis	0	1
Nabalus_albus	0	49
Nabalus_racemosus	0	8
Picris_morrisonensis	1	25
Picris_galilaea	0	101
Picris_pauciflora	0	60
Picris_rhagadioloides	0	7
Picris_scaberrima	0	1
Picris_babylonica	0	7
Scorzoneroides_muelleri	0	37
Scorzoneroides_palisiae	0	30
Scorzoneroides_salzmannii	0	140
Scorzoneroides_oraria	0	5
Scorzoneroides_autumnalis	0	78820
Scorzoneroides_duboisii	0	142
Scorzoneroides_nevadensis	0	35
Scorzoneroides_carpetana	0	348
Scorzoneroides_pyrenaica	0	592
Scorzoneroides_cantabrica	0	68
Scorzoneroides_montana	0	163
Scorzoneroides_montaniformis	0	1
Scorzoneroides_pseudotaraxaci	0	1
Scorzoneroides_crocea	0	5
Scorzoneroides_microcephala	0	65
Scorzoneroides_cichoriacea	0	10
Hypochaeris_radicata	0.00370336186806341	86678
Picris_burbidgeae	0.037037037037037	27
Hypochaeris_patagonica	0	13
Prenanthes_purpurea	0	2286
Hypochaeris_laevigata	0	61
Leontodon_maroccanus	0	100
Leontodon_siculus	0	1
Leontodon_dubius	0	28
Leontodon_tenuiflorus	0	7
Leontodon_hirtum	0	4
Hypochaeris_acaulis	0.125	16
Hypochaeris_apargioides	0.153846153846154	13
Hypochaeris_clarionoides	0	4
Hypochaeris_ciliata	0	4
Hypochaeris_gayana	0	13
Hypochaeris_incana	0	73
Hypochaeris_meyeniana	0.5	2
Hypochaeris_scorzonerae	0	5
Hypochaeris_spathulata	0	2
Hypochaeris_thrincioides	0	3
Hypochaeris_tenuifolia	0	13
Hypochaeris_uniflora	0	43
Leontodon_tuberosus	0	1307
Lygodesmia_juncea	0.00224719101123596	445
Lygodesmia_grandiflora	0	71
Chaetadelpha_wheeleri	0	50
Shinnersoseris_rostrata	0	43
Pyrrhopappus_carolinianus	0	290
Pyrrhopappus_pauciflorus	0.314606741573034	178
Picrosia_longifolia	0.666666666666667	120
Pinaropappus_spathulatus	0.970149253731343	67
Pinaropappus_roseus	0.643028846153846	832
Marshalljohnstonia_gypsophila	0	4
Krigia_biflora	0	179
Agoseris_aurantiaca	0	115
Agoseris_heterophylla	0	407
Nothocalais_cuspidata	0	127
Microseris_decipiens	0	10
Anisocoma_acaulis	0	514
Malacothrix_sonchoides	0	66
Calycoseris_parryi	0	322
Calycoseris_wrightii	0.00386100386100386	259
Malacothrix_glabrata	0.00426621160409556	1172
Malacothrix_torreyi	0.0178571428571429	56
Malacothrix_californica	0.00448430493273543	223
Atrichoseris_platyphylla	0	373
Malacothrix_saxatilis	0	577
Malacothrix_xanti	0.333333333333333	27
Malacothrix_foliosa	0	20
Malacothrix_clevelandii	0	307
Malacothrix_phaeocarpa	0	27
Malacothrix_fendleri	0.3125	32
Malacothrix_floccifera	0	377
Malacothrix_coulteri	0	352
Malacothrix_insularis	0	1
Glyptopleura_marginata	0	99
Uropappus_lindleyi	0.00405844155844156	1232
Pyrrhopappus_grandiflorus	0.00757575757575758	132
Agoseris_retrorsa	0	574
Krigia_dandelion	0	158
Krigia_cespitosa	0.0202702702702703	148
Krigia_montana	0	1
Krigia_occidentalis	0	28
Krigia_wrightii	0	1
Malacothrix_sonorae	0.25	4
Malacothrix_similis	0	10
Malacothrix_stebbinsii	0.04	50
Malacothrix_indecora	0	1
Malacothrix_incana	0	38
Agoseris_grandiflora	0	637
Microseris_sylvatica	0	124
Microseris_lanceolata	0	2376
Microseris_scapigera	0	451
Pleiacanthus_spinosus	0.00436681222707424	229
Rafinesquia_californica	0	582
Rafinesquia_neomexicana	0.00492610837438424	812
Munzothamnus_blairii	0	14
Stephanomeria_pauciflora	0.0130861504907306	917
Stephanomeria_diegensis	0	211
Stephanomeria_paniculata	0	56
Stephanomeria_virgata	0.00191938579654511	521
Stephanomeria_exigua	0.00111856823266219	894
Stephanomeria_malheurensis	0	1
Stephanomeria_tenuifolia	0	315
Stephanomeria_runcinata	0	26
Stephanomeria_thurberi	0.333333333333333	9
Stephanomeria_guadalupensis	0	5
Stephanomeria_monocephala	0	9
Stephanomeria_lactucina	0	165
Stephanomeria_cichoriacea	0	122
Prenanthella_exigua	0	186
Nothocalais_troximoides	0	190
Microseris_acuminata	0	81
Microseris_bigelovii	0	33
Microseris_campestris	0	49
Microseris_douglasii	0	499
Microseris_elegans	0	54
Microseris_howellii	0	5
Microseris_paludosa	0	28
Microseris_heterocarpa	0	156
Microseris_laciniata	0	212
Microseris_borealis	0	23
Microseris_nutans	0	363
Cichorium_pumilum	0	448
Phalacroseris_bolanderi	0	62
Erythroseris_amabilis	0	1
Tolpis_barbata	0	2465
Tolpis_virgata	0	167
Tolpis_succulenta	0	13
Tolpis_proustii	0	8
Tolpis_farinulosa	1	1
Tolpis_azorica	0	4
Tolpis_macrorhiza	0	1
Arnoseris_minima	0	338
Cichorium_spinosum	0	17
Cichorium_endivia	0.0100502512562814	398
Cichorium_intybus	0.0023060451325976	18213
Cichorium_calvum	0	4
Cichorium_bottae	0	2
Pilosella_flagellaris	0	136
Pilosella_peleteriana	0	1877
Hieracium_racemosum	0	689
Pilosella_piloselloides	0	2902
Hieracium_umbellatum	0.000871364775078967	9181
Andryala_agardhii	0	86
Andryala_arenaria	0	533
Andryala_atlanticola	0	3
Andryala_crithmifolia	0	2
Andryala_glandulosa	0	14
Andryala_laxiflora	0	333
Andryala_pinnatifida	0	113
Andryala_ragusina	0	1459
Hispidella_hispanica	0	328
Pilosella_argyrocoma	0	38
Pilosella_lactucella	0	13847
Pilosella_pseudopilosella	0	295
Pilosella_hoppeana	0	112
Pilosella_echioides	0	123
Hieracium_recoderi	0	8
Hieracium_tomentosum	0	298
Pilosella_saussureoides	0	99
Pilosella_vahlii	0	14
Pilosella_verruculata	0	2
Pilosella_procera	0	2
Pilosella_macrantha	0	1
Hieracium_glaucifolium	0	13
Hieracium_antarcticum	0	9
Hieracium_venosum	0	213
Hieracium_carneum	0.625	8
Hieracium_patagonicum	0	11
Hieracium_albiflorum	0.00116144018583043	861
Hieracium_eriophorum	0	20
Murorum_murorum	0	14
Hieracium_alpinum	0	1328
Hieracium_peleterianum	0	40
Hieracium_megacephalon	0	9
Hieracium_porrifolium	0	3
Hieracium_scabrum	0	22
Hieracium_paniculatum	0	4
Hieracium_gronovii	0.0754716981132075	53
Hieracium_longipilum	0	105
Pilosella_caespitosa	0.00108225108225108	1848
Hieracium_artabirense	0	1
Hieracium_camkorijense	0	1
Hieracium_transiens	0	1
Hieracium_microtum	0	1
Hieracium_jurassicum	0	1
Pilosella_alpicola	0	9
Hieracium_laevigatum	0	13926
Pilosella_aurantiaca	0	7683
Pilosella_cymosa	0	6824
Hieracium_hoppeanum	0	126
Pilosella_officinarum	0	42505
Pilosella_rubra	0	14
Pilosella_stoloniflora	0	88
Pilosella_notha	0	22
Pilosella_pseudomirabilis	0	3
Hieracium_murorum	0	10130
Heterolepis_aliena	0	18
Arctotis_arctotoides	0	17
Arctotis_leptorhiza	0	2
Arctotis_sulcocarpa	0	5
Arctotis_venusta	0.166666666666667	30
Cymbonotus_lawsonianus	0.000966183574879227	3105
Dymondia_margaretae	0	2
Haplocarpha_lanata	0	7
Haplocarpha_lyrata	0.0666666666666667	15
Arctotheca_calendula	0.00281531531531532	7104
Arctotis_aenea	0	6
Arctotis_crispata	0	5
Arctotis_decurrens	0	2
Cymbonotus_maidenii	0.306122448979592	49
Cymbonotus_preissianus	0	1078
Haplocarpha_rueppellii	1	15
Hoplophyllum_spinosum	0	14
Eremothamnus_marlothianus	0	6
Haplocarpha_thunbergii	0.326530612244898	49
Haplocarpha_nervosa	0	13
Haplocarpha_parvifolia	0	2
Arctotheca_forbesiana	0	7
Arctotheca_marginata	0	1
Arctotheca_populifolia	0.0459770114942529	174
Arctotheca_prostrata	0.0149253731343284	67
Arctotis_dregei	0	5
Arctotis_debensis	0	2
Arctotis_hispidula	0	2
Arctotis_leiocarpa	0	29
Arctotis_perfoliata	0	2
Arctotis_aspera	0	10
Arctotis_linearis	0	4
Arctotis_auriculata	0	6
Arctotis_bellidifolia	0	6
Arctotis_diffusa	0	3
Arctotis_elongata	0	4
Arctotis_erosa	0	11
Arctotis_fastuosa	0	29
Arctotis_flaccida	0	2
Arctotis_hirsuta	0	12
Arctotis_incisa	0	7
Arctotis_laevis	0	10
Arctotis_lanceolata	0	6
Arctotis_pinnatifida	0	6
Arctotis_reptans	0	3
Arctotis_candida	0	6
Arctotis_rotundifolia	0	2
Arctotis_semipapposa	0	2
Arctotis_stoechadifolia	0.0816326530612245	98
Arctotis_campanulata	0	11
Berkheya_carduoides	0	9
Berkheya_carlinopsis	1	1
Berkheya_cruciata	0	9
Berkheya_spinosa	0	21
Berkheya_cuneata	0	25
Berkheya_fruticosa	0	25
Berkheya_coriacea	0	8
Berkheya_zeyheri	0.875	16
Berkheya_coddii	0.75	4
Berkheya_rigida	0	13
Berkheya_pinnatifida	0	30
Berkheya_bipinnatifida	0.571428571428571	28
Berkheya_spinosissima	0	36
Berkheya_canescens	0	18
Berkheya_echinacea	0.555555555555556	27
Berkheya_angolensis	1	3
Berkheya_rhapontica	0.125	24
Berkheya_cirsiifolia	0	9
Berkheya_setifera	0.133333333333333	30
Berkheya_pannosa	0	2
Berkheya_annectens	0	11
Berkheya_onobromoides	0	9
Berkheya_cardopatifolia	0	6
Berkheya_eriobasis	0	6
Didelta_carnosa	0	34
Didelta_spinosa	0	19
Cullumia_rigida	0	4
Cullumia_patula	0	7
Cullumia_decurrens	0	7
Cullumia_bisulca	0	17
Cullumia_aculeata	0	7
Cuspidia_cernua	0	18
Gorteria_diffusa	0	44
Gorteria_corymbosa	0	13
Gorteria_personata	0	1
Hirpicium_echinus	0	15
Hirpicium_gazanioides	0.318181818181818	22
Hirpicium_armerioides	0	18
Hirpicium_linearifolium	0	5
Hirpicium_bechuanense	0.722222222222222	18
Hirpicium_gorterioides	0.451612903225806	31
Heterorhachis_aculeata	0	8
Gazania_caespitosa	0	2
Gazania_ciliaris	0	7
Gazania_heterochaeta	0	18
Gazania_jurineifolia	0	26
Gazania_krebsiana	0.157894736842105	95
Gazania_leiopoda	0	9
Gazania_lichtensteinii	0.037037037037037	27
Gazania_linearis	0.0247619047619048	525
Gazania_maritima	0	5
Gazania_pectinata	0.142857142857143	7
Gazania_rigens	0.124031007751938	258
Gazania_schenckii	0	3
Gazania_serrata	0	12
Gazania_tenuifolia	0	13
Gazania_rigida	0	12
Gorceixia_decurrens	0.571428571428571	14
Tephrothamnus_paradoxus	1	21
Pleurocarpaea_denticulata	0.994350282485876	177
Anteremanthus_hatschbachii	1	6
Blanchetia_heterotricha	0.545454545454545	77
Chronopappus_bifrons	1	12
Echinocoryne_holosericea	0.863309352517986	139
Echinocoryne_schwenkiifolia	1	19
Orthopappus_angustifolius	0.94269340974212	349
Soaresia_velutina	1	12
Stenocephalum_megapotamicum	0.934065934065934	182
Stilpnopappus_glomeratus	1	6
Stilpnopappus_speciosus	1	25
Hololepis_pedunculata	1	50
Strobocalyx_arborea	1	23
Cyanthillium_cinereum	0.278683953715321	7173
Vernonia_alamanii	0.968692449355433	543
Lessingianthus_rubricaulis	0.75	4
Orbivestus_karaguensis	1	57
Vernonia_colorata	1	6
Vernonia_verrucata	1	17
Vernonia_tanganyikensis	1	2
Vernonia_robinsonii	1	7
Vernonia_bipontini	0.944444444444444	18
Distephanus_garnierianus	1	9
Vernonia_volkameriifolia	0.96	25
Vernonia_echioides	0.88	50
Vernonia_madagascariensis	1	4
Vernonia_abyssinica	0.916666666666667	12
Vernonia_gigantea	0.0271739130434783	184
Vernonia_baldwinii	0.00175131348511384	571
Vernonia_canescens	1	1
Laestadia_pinifolia	0.307692307692308	13
Vernonia_fasciculata	0	119
Gymnanthemum_humblotii	1	9
Vernonia_greggii	0.789731051344743	409
Vernonia_brasiliana	0.845410628019324	414
Vernonia_texana	0	24
Vernonia_noveboracensis	0	41
Vernonia_missurica	0.121951219512195	123
Vernonia_flaccidifolia	0	5
Vernonia_acaulis	0	12
Vernonia_glauca	0	30
Vernonia_blodgettii	0.166666666666667	12
Decaneuropsis_cumingiana	0.962962962962963	54
Albertinia_brasiliensis	0.709677419354839	93
Eirmocephala_brachiata	1	152
Vernonanthura_chamaedrys	0.878787878787879	132
Vernonanthura_ferruginea	0.939130434782609	230
Vernonanthura_lucida	0.956521739130435	23
Vernonanthura_mariana	0.979166666666667	48
Vernonanthura_patens	0.991015894955079	1447
Tarlmounia_elliptica	1	7
Camchaya_loloana	1	7
Camchaya_spinulifera	1	2
Decaneuropsis_eberhardtii	1	3
Monosis_volkameriifolia	1	1
Pseudelephantopus_spicatus	0.983140147523709	949
Cyrtocymura_harleyi	0.344262295081967	61
Cyrtocymura_scorpioides	0.948339483394834	813
Acilepis_attenuata	1	1
Acilepis_kingii	1	1
Acilepis_saligna	1	2
Acilepis_silhetensis	1	4
Linzia_glabra	0.931818181818182	88
Linzia_gerberiformis	0.96875	32
Linzia_melleri	1	29
Baccharoides_anthelmintica	0.78125	32
Baccharoides_adoensis	0.964285714285714	140
Baccharoides_lasiopus	0.982905982905983	117
Gutenbergia_cordifolia	0.585526315789474	152
Gutenbergia_boranensis	0.916666666666667	12
Brachythrix_glomerata	1	12
Brachythrix_brevipapposa	1	2
Cyanthillium_patulum	1	32
Vernonia_hookeriana	1	1
Ethulia_conyzoides	0.666666666666667	51
Orbivestus_cinerascens	0.53448275862069	58
Vernoniastrum_latifolium	0.942857142857143	35
Vernoniastrum_nestor	1	63
Vernonia_fastigiata	0.454545454545455	11
Polydora_poskeana	0.892156862745098	102
Erlangea_misera	0.606060606060606	33
Bothriocline_ruwenzoriensis	1	3
Bothriocline_laxa	0.916666666666667	12
Bothriocline_ugandensis	1	13
Centauropsis_decaryi	1	11
Centrapalus_pauciflorus	0.993220338983051	295
Hilliardiella_aristata	0.531914893617021	47
Hilliardiella_oligocephala	0.526315789473684	38
Cabobanthus_polysphaerus	0.96	25
Perezia_lactucoides	0	12
Perezia_ciliosa	0.764705882352941	17
Perezia_coerulescens	0.923076923076923	26
Perezia_mandonii	0.714285714285714	7
Perezia_pinnatifida	0.8	10
Perezia_megalantha	0	7
Perezia_multiflorus	0.933333333333333	60
Perezia_pungens	0.895348837209302	86
Perezia_carduncelloides	0.5	14
Perezia_sublyrata	0.705882352941177	17
Perezia_purpurata	0.522727272727273	44
Perezia_magellanica	0	7
Perezia_pedicularidifolia	0	21
Perezia_recurvata	0	33
Perezia_linearis	0	19
Perezia_spathulata	0	1
Perezia_kingii	0.5	6
Perezia_squarrosa	0.966666666666667	30
Perezia_ciliaris	0.666666666666667	3
Perezia_carthamoides	0	15
Acourtia_coulteri	0.947368421052632	57
Acourtia_purpusii	0.635658914728682	129
Acourtia_nana	0.0592105263157895	152
Acourtia_scapiformis	0.666666666666667	72
Acourtia_runcinata	0.3203125	128
Jungia_spectabilis	1	1
Leucheria_bridgesii	0	5
Leucheria_salina	0	1
Triptilion_spinosum	0.0526315789473684	19
Triptilion_capillatum	0	3
Ameghinoa_patagonica	0	17
Dolichlasium_lagascae	0	1
Holocheilus_brasiliensis	0.636363636363636	33
Moscharia_pinnatifida	0	9
Moscharia_solbrigii	0	1
Pamphalea_cardaminifolia	1	2
Pamphalea_heterophylla	1	7
Pamphalea_bupleurifolia	1	2
Polyachyrus_gayi	0	3
Polyachyrus_sphaerocephalus	0.333333333333333	9
Polyachyrus_fuscus	0	17
Calopappus_acerosus	0	4
Burkartia_lanigera	0	15
Oxyphyllum_ulicinum	0	10
Nassauvia_argentea	0	9
Nassauvia_cumingii	0	11
Nassauvia_pygmaea	0	25
Nassauvia_chubutensis	0	3
Nassauvia_glomerata	0	11
Nassauvia_juniperina	0	12
Nassauvia_fuegiana	0	22
Nassauvia_pyramidalis	0	11
Nassauvia_looseri	0	1
Nassauvia_revoluta	0	28
Nassauvia_ulicina	0	39
Nassauvia_glomerulosa	0.00636942675159236	157
Nassauvia_planifolia	0	8
Nassauvia_aculeata	0	67
Nassauvia_darwinii	0	35
Nassauvia_pinnigera	0	8
Nassauvia_pulcherrima	0	6
Nassauvia_digitata	0	6
Nassauvia_axillaris	0.157142857142857	70
Nassauvia_dentata	0	13
Gerbera_ambigua	0.408450704225352	71
Gerbera_crocea	0	7
Gerbera_cordata	0	4
Gerbera_gossypina	0.666666666666667	3
Gerbera_piloselloides	0.78125	192
Adenocaulon_chilense	0	30
Adenocaulon_bicolor	0	434
Adenocaulon_lyratum	1	9
Leibnitzia_anandria	0.2	70
Leibnitzia_lyrata	0.896551724137931	87
Gerbera_kunzeana	0	18
Leibnitzia_occimadrensis	0.933333333333333	15
Mutisia_campanulata	1	55
Mutisia_coccinea	0.950920245398773	163
Mutisia_kurtzii	0.25	40
Mutisia_friesiana	0.8	20
Mutisia_hamata	0.588235294117647	34
Mutisia_decurrens	0	38
Mutisia_orbignyana	0.925233644859813	107
Mutisia_spinosa	0	1
Chaetanthera_villosa	0	1
Chaetanthera_moenchioides	0	9
Chaetanthera_brachylepis	0	1
Chaetanthera_peruviana	0	1
Chaetanthera_flabellifolia	0	3
Chaetanthera_splendens	0	1
Chaetanthera_limbata	0	8
Chaetanthera_glabrata	0	10
Chaetanthera_renifolia	0	1
Chaetanthera_lanata	0	9
Chaetanthera_flabellata	0	4
Chaetanthera_linearis	0	11
Chaetanthera_leptocephala	0	1
Chaetanthera_perpusilla	1	1
Chaetanthera_glandulosa	0	1
Chaetanthera_tenella	0	10
Chaetanthera_australis	0	2
Chaetanthera_incana	0	2
Chaetanthera_serrata	0	4
Chaetanthera_ciliata	0.142857142857143	7
Chaetanthera_elegans	0	15
Chaetanthera_minuta	0	7
Chaetanthera_dioica	0.6	5
Chaetanthera_sphaeroidalis	0	3
Chaetanthera_revoluta	0	1
Chaetanthera_apiculata	0	1
Chaetanthera_pentacaenoides	0	5
Chaetanthera_pulvinata	0	6
Chaetanthera_gnaphalioides	0	5
Chaetanthera_stuebelii	0.5	6
Chaetanthera_planiseta	0	2
Chaetanthera_pusilla	0	3
Chaetanthera_lycopodioides	0	1
Chaetanthera_microphylla	0	6
Pachylaena_atriplicifolia	0	1
Trichocline_auriculata	0.722222222222222	36
Trichocline_caulescens	0.5	4
Trichocline_cineraria	0	10
Trichocline_plicata	0.625	8
Trichocline_reptans	0.529411764705882	17
Trichocline_aurea	0	3
Trichocline_catharinensis	1	66
Trichocline_macrocephala	1	28
Trichocline_speciosa	0.948717948717949	39
Eriachaenium_magellanicum	0	7
Lulia_nervosa	1	7
Uechtritzia_kokanica	0	4
Trichocline_spathulata	0	1
Chaptalia_cipoensis	1	2
Chaptalia_chapadensis	0.25	8
Chaptalia_integerrima	0.857142857142857	273
Chaptalia_mandonii	0.842105263157895	19
Chaptalia_nutans	0.86	50
Chaptalia_pringlei	0.649122807017544	57
Chaptalia_runcinata	0.56140350877193	171
Chaptalia_similis	0.55	20
Chaptalia_tomentosa	0.0303030303030303	66
Barnadesia_caryophylla	1	44
Barnadesia_lehmannii	1	19
Barnadesia_parviflora	1	5
Barnadesia_odorata	0.892857142857143	56
Barnadesia_glomerata	1	10
Barnadesia_arborea	1	14
Barnadesia_pycnophylla	1	34
Barnadesia_polyacantha	1	71
Barnadesia_dombeyana	0.958333333333333	24
Barnadesia_jelskii	0.933333333333333	15
Ageratina_popayanensis	1	12
Dasyphyllum_brevispinum	1	3
Dasyphyllum_spinescens	0.98	50
Dasyphyllum_excelsum	0	5
Dasyphyllum_hystrix	0.5	2
Dasyphyllum_inerme	0.9	10
Dasyphyllum_leptacanthum	0.692307692307692	26
Dasyphyllum_brasiliense	0.948717948717949	234
Dasyphyllum_armatum	1	13
Dasyphyllum_colombianum	1	8
Dasyphyllum_donianum	0.673913043478261	46
Dasyphyllum_ferox	0.8	15
Dasyphyllum_candolleanum	0.826086956521739	69
Dasyphyllum_latifolium	1	18
Dasyphyllum_argenteum	1	2
Dasyphyllum_synacanthum	1	6
Dasyphyllum_vagans	0.954545454545455	44
Dasyphyllum_velutinum	0.96	25
Dasyphyllum_sprengelianum	0.75	248
Dasyphyllum_reticulatum	1	45
Dasyphyllum_diacanthoides	0	18
Doniophyton_anomalum	0.0163934426229508	61
Doniophyton_weddellii	0	6
Schlechtendalia_luzulaefolia	0.9375	16
Arnaldoa_macbrideana	1	1
Arnaldoa_weberbaueri	1	7
Fulcaldea_stuessyi	0	2
Fulcaldea_laurifolia	1	11
Huarpea_andina	0	5
Duseniella_patagonica	0	18
Chuquiraga_longiflora	0.538461538461538	39
Chuquiraga_oblongifolia	1	1
Chuquiraga_ulicina	0.111111111111111	18
Dasyphyllum_weberbaueri	0.857142857142857	14
Chuquiraga_aurea	0	34
Chuquiraga_erinacea	0.0659340659340659	91
Chuquiraga_avellanedae	0.0204081632653061	49
Chuquiraga_morenonis	0	13
Chuquiraga_acanthophylla	0.923076923076923	13
Chuquiraga_atacamensis	0.379310344827586	29
Chuquiraga_calchaquina	0.571428571428571	7
Chuquiraga_echegarayi	0	4
Chuquiraga_rosulata	0	19
Chuquiraga_straminea	0	24
Chuquiraga_parviflora	0.72	25
Chuquiraga_jussieui	1	135
Coreopsis_palmata	0	173
Coreopsis_intermedia	0	4
Coreopsis_nuecensis	0.25	12
Coreopsis_pulchra	0	8
Coreopsis_mutica	0.827133479212254	457
Coreopsis_pervelutina	1	1
Coreopsis_pickeringii	1	9
Coreopsis_senaria	0.888888888888889	9
Coreopsis_woytkowskii	1	6
Coreopsis_delphiniifolia	0	35
Coreopsis_connata	1	3
Coreopsis_venusta	1	13
Coreopsis_microlepis	1	1
Coreopsis_obovatifolia	1	1
Coreopsis_notha	1	6
Coreopsis_sherffii	1	11
Coreopsis_fasciculata	0.857142857142857	14
Coreopsis_oblanceolata	1	6
Coreopsis_dilloniana	1	1
Coreopsis_mcvaughii	0.545454545454545	11
Coreopsis_petrophiloides	0.931372549019608	102
Coreopsis_crawfordii	0	1
Coreopsis_guanajuatensis	0.833333333333333	12
Coreopsis_petrophila	1	43
Coreopsis_rudis	0.857142857142857	21
Coreopsis_queretarensis	1	3
Coreopsis_tripteris	0	164
Coreopsis_grandiflora	0	128
Coreopsis_basalis	0.157894736842105	38
Coreopsis_auriculata	0	42
Coreopsis_latifolia	0	2
Coreopsis_pubescens	0	80
Coreopsis_tinctoria	0.0688806888068881	813
Coreopsis_major	0	101
Coreopsis_rosea	0	26
Coreopsis_lanceolata	0.0443101711983887	993
Cosmos_sulphureus	0.850724637681159	690
Cosmos_bipinnatus	0.363146551724138	1856
Cosmos_atrosanguineus	0.5	2
Dahlia_campanulata	1	2
Dahlia_excelsa	0.538461538461538	13
Dahlia_macdougallii	0.857142857142857	7
Dahlia_neglecta	1	4
Dahlia_barkeriae	1	4
Dahlia_cardiophylla	0.857142857142857	7
Dahlia_mollis	1	2
Dahlia_tenuis	1	4
Dahlia_brevis	0.833333333333333	6
Dahlia_scapigera	1	80
Dahlia_pteropoda	0.555555555555556	9
Dahlia_foeniculifolia	0.833333333333333	12
Dahlia_linearis	0.125	8
Dahlia_rupicola	0.75	4
Dahlia_tubulata	0.5	2
Dahlia_dissecta	0.736842105263158	19
