species	region	tot.records
Leucogenes_leontopodium	0	75
Leucogenes_neglecta	0	7
Leucogenes_tarahaoa	0	6
Leucogenes_grandiceps	0	437
Berroa_gnaphalioides	0.25	36
Belloa_chilensis	0.0625	16
Achyrocline_ramosissima	0.903225806451613	31
Facelis_plumosa	0.733333333333333	15
Antennaria_chilensis	0	27
Cuatrecasasiella_argentina	1	10
Jalcophila_boliviensis	1	3
Loricaria_colombiana	1	13
Chionolaena_arbuscula	1	10
Chionolaena_campestris	1	1
Micropsis_dasycarpa	0.472222222222222	36
Gamochaeta_serpyllifolia	0	6
Gamochaeta_longipedicellata	1	7
Anaphalioides_subrigida	0	65
Helichrysum_filicaule	0	552
Helichrysum_intermedium	0	40
Raoulia_rubra	0	16
Argyrotegium_mackayi	0	262
Ewartia_catipes	0	42
Anaphalis_javanica	1	2
Anaphalioides_bellidioides	0	1841
Raoulia_monroi	0	45
Antennaria_dioica	0	33152
Laphangium_affine	0.138888888888889	72
Helichrysum_glumaceum	0.692307692307692	52
Helichrysum_somalense	0	22
Relhania_pungens	0	10
Leysera_gnaphalodes	0	48
Athrixia_phylicoides	0.348837209302326	43
Filago_minima	0	3538
Micropus_supinus	0	194
Stylocline_psilocarphoides	0	93
Filago_heterantha	0	1
Micropus_californicus	0	707
Psilocarphus_brevissimus	0	475
Leontopodium_alpinum	0	27
Ifloga_spicata	0.126582278481013	316
Ifloga_repens	0	7
Anaphalis_margaritacea	0.0581745235707121	997
Lachnospermum_fasciculatum	0	13
Gnaphalium_austroafricanum	0.333333333333333	9
Lasiopogon_muscoides	0	194
Vellereophyton_dealbatum	0	561
Gnaphalium_antillanum	0.171717171717172	99
Diaperia_prolifera	0	157
Hesperevax_sparsiflora	0	113
Filago_clementei	0	20
Filago_gallica	0	2654
Logfia_arizonica	0	44
Filago_californica	0.016304347826087	368
Logfia_depressa	0	141
Bombycilaena_erecta	0.000401606425702811	2490
Bombycilaena_discolor	0	417
Filago_fuscescens	0	222
Filago_nevadensis	0	53
Filago_inexpectata	0	4
Filago_discolor	0	10
Filago_hispanica	0	17
Filago_anatolica	0	5
Filago_carpetana	0	685
Filago_argentea	0	11
Filago_crocidion	0	6
Filago_aegaea	0	17
Filago_lusitanica	0	99
Filago_pygmaea	0	774
Filago_congesta	0	152
Filago_pyramidata	0.000714285714285714	4200
Filago_desertorum	0	176
Filago_lutescens	0	1217
Filago_vulgaris	0	1132
Filago_mareotica	0	65
Filago_ramosissima	0	30
Filago_duriaei	0	2
Filago_eriocephala	0	124
Filago_arenaria	0	1
Logfia_paradoxa	0	33
Metalasia_acuta	0	19
Metalasia_adunca	0	22
Metalasia_agathosmoides	0	4
Metalasia_aurea	0	8
Metalasia_confusa	0	1
Metalasia_erubescens	0	16
Metalasia_capitata	0	18
Metalasia_galpinii	0	8
Metalasia_inversa	0	6
Metalasia_juniperoides	0	3
Metalasia_lichtensteinii	0	6
Metalasia_massonii	0	12
Metalasia_muricata	0.0666666666666667	15
Metalasia_oligocephala	0	2
Metalasia_pallida	0	11
Metalasia_pungens	0	19
Metalasia_rhoderoides	0	6
Metalasia_riparia	0	4
Phaenocoma_prolifera	0.0303030303030303	33
Atrichantha_gemmifera	0	3
Calotesta_alba	0	3
Hydroidea_elsiae	0	4
Lachnospermum_imbricatum	0	9
Lachnospermum_umbellatum	0	5
Planea_schlechteri	0	5
Metalasia_fastigiata	0	13
Stoebe_aethiopica	0	6
Amphiglossa_tomentosa	0	15
Disparago_ericoides	0.0666666666666667	30
Dicerothamnus_rhinocerotis	0	33
Amphiglossa_callunoides	0	4
Amphiglossa_corrudifolia	0	6
Arrowsmithia_styphelioides	0	7
Oedera_squarrosa	0.04	25
Stuartina_muelleri	0.000736919675755343	1357
Pycnosorus_globosus	0	337
Craspedia_leucantha	0	48
Craspedia_uniflora	0.00329489291598023	607
Craspedia_incana	0	70
Craspedia_lamicola	0	91
Craspedia_preminghana	0	2
Craspedia_minor	0	194
Craspedia_canens	0	222
Craspedia_robusta	0	23
Craspedia_lanata	0	241
Leontopodium_kurilense	0	1
Anaphalioides_mariae	1	66
Anaphalioides_hookeri	0	43
Craspedia_alpina	0	2
Craspedia_aurantia	0	187
Craspedia_glauca	0	623
Ewartia_planchonii	0	54
Euchiton_audax	0	6
Euchiton_limosus	0	12
Argyrotegium_nitidulum	0	37
Euchiton_ruahinicus	0	111
Gnaphalium_coarctatum	0.597402597402597	77
Rachelia_glaria	0	3
Craspedia_jamesii	0	269
Craspedia_maxgrayi	0	105
Craspedia_alba	0	41
Pycnosorus_pleiocephalus	0	1125
Craspedia_adenophora	0	62
Pycnosorus_eremaeus	0.142361111111111	288
Craspedia_costiniana	0	84
Craspedia_crocata	0	101
Pycnosorus_thompsonianus	0	139
Craspedia_haplorrhiza	0.00549450549450549	182
Craspedia_paludicola	0	162
Craspedia_variabilis	0.00296882731321128	2021
Craspedia_glabrata	0	37
Craspedia_coolaminica	0	235
Pseudognaphalium_hypoleucum	0.375	8
Helichrysum_italicum	0	2304
Athrixia_angustissima	0	14
Athrixia_fontana	0	10
Comborhiza_virgata	0	3
Macowania_abyssinica	1	5
Macowania_conferta	0	3
Macowania_corymbosa	0	5
Macowania_deflexa	0	1
Macowania_ericifolia	0.75	4
Macowania_glandulosa	0	3
Macowania_hamata	0	8
Macowania_pinifolia	0	7
Macowania_revoluta	0	1
Macowania_sororis	0	2
Macowania_tenuifolia	0	8
Oedera_genistifolia	0	24
Oedera_steyniae	0	3
Oedera_uniflora	0	8
Relhania_dieterlenii	0	3
Relhania_rotundifolia	0	6
Rhynchopsidium_sessiliflorum	0	16
Rosenia_humilis	0	37
Euchiton_brassii	1	22
Euchiton_breviscapus	1	28
Euchiton_delicatus	0	2
Euchiton_ensifer	0	13
Euchiton_involucratus	0.00493691716950082	1823
Euchiton_lateralis	0	89
Euchiton_litticola	0	37
Euchiton_paludosus	0	1
Euchiton_polylepis	0	55
Euchiton_sphaericus	0.00391815411406182	4594
Euchiton_traversii	0	23
Euchiton_umbricola	0	165
Acanthocladium_dockeri	0	61
Acomis_acoma	0	105
Acomis_macra	0.631578947368421	19
Nablonium_calyceroides	0	58
Ammobium_craspedioides	0	172
Apalochlamys_spectabilis	0	113
Argentipallium_blandowskianum	0	259
Helichrysum_obtusifolium	0	475
Calomeria_amaranthoides	0	202
Raoulia_catipes	0	96
Ewartia_sinclairii	0	14
Haeckeria_punctulata	0.000775795190069822	2578
Odixia_achlaena	0	26
Helichrysum_lanceolatum	0	769
Ozothamnus_antennaria	0	80
Ozothamnus_bidwillii	0	146
Ozothamnus_blackallii	0	19
Ozothamnus_cassiope	0	15
Ozothamnus_conditus	0	162
Ozothamnus_cordatus	0	4
Ozothamnus_costatifructus	0	25
Ozothamnus_decurrens	0	391
Ozothamnus_diotophyllus	0.486486486486487	111
Ozothamnus_ericifolius	0	44
Ozothamnus_eriocephalus	0.80952380952381	21
Helichrysum_ferrugineum	0	595
Ozothamnus_ledifolius	0	74
Ozothamnus_leptophyllus	0	1452
Ozothamnus_lycopodioides	0	45
Ozothamnus_obcordatus	0	824
Ozothamnus_obovatus	0	121
Ozothamnus_occidentalis	0	29
Ozothamnus_pholidotus	0	75
Ozothamnus_purpurascens	0	62
Ozothamnus_ramosus	0	29
Ozothamnus_retusus	0.00193423597678917	517
Helichrysum_reticulatum	0	46
Ozothamnus_rogersianus	0	23
Ozothamnus_scaber	0	47
Ozothamnus_scutellifolius	0	60
Ozothamnus_reflexifolius	0	6
Helichrysum_selago	0	2
Ozothamnus_stirlingii	0	141
Ozothamnus_tesselatus	0	74
Ozothamnus_tuckeri	0	108
Ozothamnus_turbinatus	0.00757575757575758	264
Ozothamnus_vagans	0	64
Ozothamnus_whitei	0	85
Cassinia_arcuata	0	2642
Cassinia_compacta	0	154
Ozothamnus_thyrsoideus	0	534
Cassinia_aculeata	0	2522
Cassinia_aureonitens	0	246
Cassinia_cinerea	1	2
Cassinia_complanata	0	314
Cassinia_copensis	0	62
Cassinia_cunninghamii	0	342
Cassinia_decipiens	0	25
Cassinia_denticulata	0	248
Cassinia_diminuta	0	18
Cassinia_heleniae	0	6
Cassinia_hewsoniae	0	61
Cassinia_trinerva	0.00163331972233565	2449
Cassinia_lepschii	0	18
Cassinia_leptocephala	0	226
Cassinia_longifolia	0.000397456279809221	2516
Cassinia_macrocephala	0	61
Cassinia_monticola	0	93
Cassinia_maritima	0	23
Cassinia_nivalis	0	26
Cassinia_ochracea	0	29
Cassinia_ozothamnoides	0	37
Cassinia_straminea	0	46
Cassinia_subtropica	0.339285714285714	112
Cassinia_tegulata	0	37
Cassinia_telfordii	0	85
Cassinia_theodori	0	13
Cassinia_venusta	0	16
Argyroglottis_turbinata	0	42
Ozothamnus_alpinus	0.00680272108843537	147
Ozothamnus_rodwayi	0	146
Ammobium_alatum	0	313
Anisothrix_integra	0	2
Athrixia_arachnoidea	0	5
Athrixia_elata	0.4375	16
Pentatrichia_alata	0.142857142857143	7
Pentatrichia_rehmii	0	3
Leontopodium_andersonii	0.540540540540541	37
Leontopodium_artemisiifolium	0.166666666666667	18
Leontopodium_calocephalum	0.0508474576271186	59
Leontopodium_dedekensii	0.19	100
Leontopodium_franchetii	0.105263157894737	19
Leontopodium_himalayanum	0.0806451612903226	62
Leontopodium_jacotianum	0.126760563380282	71
Leontopodium_microphyllum	1	88
Leontopodium_nivale	0	3
Leontopodium_nanum	0.0136986301369863	73
Leontopodium_ochroleucum	0.0119760479041916	167
Leontopodium_pusillum	0.0072992700729927	137
Leontopodium_sinense	0.352941176470588	85
Leontopodium_souliei	0	103
Anaphalis_nubigena	0.032258064516129	124
Antennaria_carpatica	0	23
Gnaphalium_hoppeanum	0	194
Gnaphalium_norvegicum	0	7855
Edmondia_fasciculata	0	7
Edmondia_pinifolia	0.285714285714286	7
Edmondia_sesamoides	0	35
Syncarpha_affinis	0	9
Syncarpha_argyropsis	0	5
Syncarpha_canescens	0	23
Syncarpha_chlorochrysum	0	5
Syncarpha_dregeana	0	8
Syncarpha_dykei	0	2
Syncarpha_eximia	0.111111111111111	9
Syncarpha_ferruginea	0	7
Syncarpha_flava	0	6
Syncarpha_gnaphaloides	0	16
Syncarpha_lepidopodium	0	9
Syncarpha_loganiana	0	4
Syncarpha_marlothii	0	3
Syncarpha_milleflora	0.153846153846154	13
Syncarpha_montana	0	4
Syncarpha_mucronata	0	11
Syncarpha_recurvata	0	3
Syncarpha_sordescens	0	5
Syncarpha_speciosissima	0	4
Syncarpha_staehelina	0	8
Syncarpha_striata	0	8
Syncarpha_vestita	0	24
Syncarpha_zeyheri	0	2
Disparago_anomala	0	5
Laevicarpa_kolbei	0	2
Helichrysum_zwartbergense	0	11
Pseudognaphalium_oligandrum	0.590909090909091	44
Pseudognaphalium_californicum	0.00837696335078534	955
Cassinia_scabrida	0	21
Ozothamnus_diosmifolius	0.00986717267552182	5270
Raoulia_australis	0	96
Raoulia_glabra	0	287
Raoulia_tenuicaulis	0	160
Parantennaria_uniceps	0	65
Helichrysum_pallasii	0	10
Aliella_iminouakensis	0	3
Anisothrix_kuntzei	0	7
Pentatrichia_petrosa	0	13
Phagnalon_barbeyanum	0	26
Phagnalon_bicolor	0	5
Phagnalon_calycinum	0	7
Phagnalon_rupestre	0	1485
Phagnalon_latifolium	0	2
Phagnalon_melanoleucum	1	1
Phagnalon_niveum	0	46
Phagnalon_persicum	0	6
Phagnalon_phagnaloides	1	3
Phagnalon_purpurascens	0	87
Phagnalon_pycnophyllon	0	6
Phagnalon_pygmaeum	0	2
Phagnalon_saxatile	0	3263
Phagnalon_sinaicum	0	1
Phagnalon_sordidum	0.000988142292490119	1012
Phagnalon_umbelliforme	0	73
Phagnalon_schweinfurthii	0	3
Phagnalon_woodii	0	7
Gnaphalium_purpureum	0.0830376153300213	1409
Callilepis_salicifolia	0.333333333333333	12
Cratystylis_centralis	0	53
Cratystylis_conocephala	0	725
Cratystylis_microphylla	0	25
Cratystylis_subspinescens	0	53
Epaltes_australis	0.234042553191489	1222
Epaltes_divaricata	1	9
Litogyne_gariepina	0.647058823529412	17
Podolepis_arachnoidea	0.222222222222222	351
Podolepis_canescens	0	332
Siemssenia_capillaris	0.00119904076738609	2502
Podolepis_davisiana	0	63
Stylolepis_gracilis	0	226
Podolepis_hieracioides	0	267
Podolepis_jaceoides	0.0031104199066874	643
Podolepis_kendallii	0	98
Podolepis_lessonii	0	474
Podolepis_longipedata	0	49
Podolepis_microcephala	0	30
Podolepis_monticola	0.0588235294117647	17
Podolepis_muelleri	0.0134529147982063	223
Podolepis_neglecta	0.0151515151515152	462
Podolepis_robusta	0	174
Podolepis_rugata	0.00174216027874564	574
Podolepis_tepperi	0	555
Asteridea_asteroides	0	60
Asteridea_athrixioides	0	742
Chrysocephalum_apiculatum	0.0226063829787234	12032
Chrysocephalum_semipapposum	0.00123977188197372	4033
Leptorhynchos_scaber	0	106
Leucochrysum_molle	0	383
Leucochrysum_stipitatum	0.00129032258064516	775
Pterochaeta_paniculata	0	233
Schoenia_cassiniana	0.00115740740740741	864
Triptilodiscus_pygmaeus	0.00333704115684093	2697
Waitzia_suaveolens	0	227
Raoulia_buchananii	0	30
Raoulia_eximia	0	89
Raoulia_goyenii	0	12
Cuniculotinus_gramineus	0	17
Lorandersonia_linifolia	0	35
Petradoria_pumila	0	149
Solidago_shortii	0	7
Formania_mekongensis	0.5	2
Eurybia_sibirica	0.00411522633744856	243
Herrickia_glauca	0	48
Herrickia_horrida	0	4
Tonestus_aberrans	0	1
Chloracantha_spinosa	0.436363636363636	330
Nidorella_foetida	0	23
Lachnophyllum_noeanum	0.0181818181818182	660
Erigeron_strigosus	0.00326797385620915	1224
Bellium_minutum	0	9
Acamptopappus_shockleyi	0	128
Amphipappus_fremontii	0	212
Lorandersonia_baileyi	0.245901639344262	61
Chrysothamnus_depressus	0	87
Chrysothamnus_greenei	0	54
Chrysothamnus_humilis	0	37
Lorandersonia_pulchella	0.111111111111111	18
Lorandersonia_spathulata	0	4
Chrysothamnus_vaseyi	0	25
Columbiadoria_hallii	0	22
Eastwoodia_elegans	0	122
Ericameria_albida	0	85
Ericameria_arborescens	0	301
Ericameria_paniculata	0.00467289719626168	214
Ericameria_teretifolia	0	306
Chrysothamnus_scopulorum	0	5
Stenotus_acaulis	0	413
Stenotus_armerioides	0	89
Stenotus_lanuginosus	0	86
Nestotus_macleanii	0	13
Stenotus_pulvinatus	0	6
Nestotus_stenophyllus	0	95
Toiyabea_alpina	0	3
Tonestus_eximius	0	38
Tonestus_graniticus	0	4
Tonestus_lyallii	0	97
Lorandersonia_peirsonii	0	49
Ericameria_bloomeri	0	519
Ericameria_brachylepis	0	128
Ericameria_cervina	0	2
Ericameria_crispa	0	4
Ericameria_discoidea	0	300
Ericameria_fasciculata	0	9
Ericameria_gilmanii	0	20
Ericameria_juarezensis	0	15
Ericameria_laricifolia	0.111111111111111	135
Ericameria_linearifolia	0	1311
Ericameria_martirensis	0	17
Ericameria_nana	0	61
Ericameria_obovata	0	9
Ericameria_ophitidis	0	54
Ericameria_palmeri	0	248
Ericameria_parishii	0	324
Chrysothamnus_parryi	0	42
Ericameria_pinifolia	0	383
Ericameria_resinosa	0	33
Ericameria_suffruticosa	0	281
Ericameria_watsonii	0	15
Ericameria_zionis	0	4
Pentachaeta_exilis	0	99
Commidendrum_spurium	1	1
Commidendrum_rugosum	1	1
Commidendrum_robustum	1	3
Commidendrum_rotundifolium	1	2
Melanodendron_integrifolium	1	2
Felicia_fruticosa	0.25	16
Felicia_aethiopica	0	1
Felicia_echinata	0.235294117647059	17
Solidago_uliginosa	0	338
Felicia_clavipilosa	0.191489361702128	47
Olearia_stellulata	0.000677506775067751	1476
Symphyotrichum_vahlii	0.0444444444444444	45
Xylorhiza_venusta	0	39
Xylorhiza_confertifolia	0	3
Xylorhiza_glabriuscula	0	15
Xylorhiza_orcuttii	0	100
Xylorhiza_cronquistii	0	1
Brachyscome_aculeata	0	387
Brachyscome_decipiens	0	280
Pappochroma_bellidioides	0	1
Brachyscome_xanthocarpa	0	10
Brachyscome_obovata	0	110
Brachyscome_ptychocarpa	0	58
Brachyscome_scapigera	0	461
Brachyscome_sieberi	0	42
Brachyscome_diversifolia	0.0212014134275618	283
Brachyscome_spathulata	0.000732064421669107	1366
Brachyscome_tadgellii	0	30
Brachyscome_whitei	0.277777777777778	108
Calotis_plumulifera	0.0046692607003891	1285
Erodiophyllum_elderi	0	159
Vittadinia_sulcata	0.0395590142671855	1542
Boltonia_diffusa	0.101123595505618	89
Chaetopappa_effusa	0	5
Erigeron_bellidiastrum	0.00819672131147541	244
Egletes_liebmannii	1	90
Isocoma_tenuisecta	0	18
Pyrrocoma_clementis	0	19
Rayjacksonia_phyllocephala	0.513513513513513	37
Herrickia_wasatchensis	0.142857142857143	7
Oreostemma_alpigenum	0	706
Galatella_linosyris	0	1602
Archibaccharis_androgyna	0.975609756097561	41
Archibaccharis_asperifolia	0.938511326860841	309
Archibaccharis_schiedeana	0.974683544303797	316
Amellus_microglossus	0	17
Amellus_strigosus	0	17
Aster_decumbens	0	1
Nidorella_auriculata	0	1
Nidorella_resedifolia	0.569444444444444	72
Plagiocheilus_bogotensis	1	11
Plagiocheilus_soliviformis	1	21
Diplostephium_ericoides	1	59
Aztecaster_matudae	0.323529411764706	34
Aztecaster_pyramidatus	0.722222222222222	18
Floscaldasia_hypsophila	1	11
Hinterhubera_adenopetala	0.666666666666667	3
Hinterhubera_columbica	1	6
Hinterhubera_ericoides	1	3
Hinterhubera_imbricata	1	2
Hinterhubera_lanuginosa	1	2
Laestadia_costaricensis	1	38
Laestadia_muscicola	1	1
Novenia_acaulis	0.869565217391304	23
Parastrephia_lucida	0.7	50
Parastrephia_quadrangularis	0.760869565217391	46
Parastrephia_teretiuscula	1	4
Westoniella_chirripoensis	1	6
Westoniella_eriocephala	1	11
Westoniella_kohkemperi	1	12
Westoniella_triunguifolia	1	14
Madagaster_madagascariensis	1	6
Madagaster_mandrarensis	0.909090909090909	11
Olearia_ramulosa	0.0137184115523466	4155
Blakiella_bartsiifolia	1	3
Guynesomia_scoparia	0	6
Keysseria_maviensis	1	4
Laennecia_schiedeana	0.855513307984791	263
Tetramolopium_humile	1	7
Eucephalus_glabratus	0.195121951219512	41
Celmisia_bellidioides	0	36
Celmisia_lateralis	0	21
Chiliotrichiopsis_keidelii	0.625	48
Lepidophyllum_cupressiforme	0.037037037037037	27
Llerasia_lindenii	1	17
Llerasia_macrocephala	1	10
Nardophyllum_bryoides	0	87
Podocoma_hieraciifolia	1	25
Oritrophium_peruvianum	0.99622641509434	265
Pteronia_camphorata	0	15
Aster_subulatus	0.135864135864136	1001
Dichrocephala_integrifolia	0.85876993166287	439
Grangea_maderaspatana	0.931297709923664	131
Myriactis_nepalensis	0.343434343434343	99
Myriactis_wightii	0.392857142857143	28
Asterothamnus_fruticosus	0	3
Galatella_dahurica	0	3
Kalimeris_longipetiolata	0	1
Conyza_japonica	0.716666666666667	60
Kalimeris_incisa	0.0555555555555556	18
Rhinactina_limonifolia	0	2
Aster_fuscescens	0.170731707317073	41
Symphyotrichum_salignum	0.8125	16
Aster_panduratus	0.5	18
Aster_poliothamnus	0	17
Aster_sikuensis	0	1
Aster_vestitus	0.333333333333333	24
Aster_taliangshanensis	0.25	8
Aster_dolichopodus	0	8
Aster_ageratoides	0.231388329979879	497
Aster_nitidus	0.666666666666667	3
Aster_argyropholis	0	4
Aster_lavandulifolius	0	1
Aster_pycnophyllus	0.6	5
Aster_falcifolius	0	5
Euthamia_occidentalis	0.0382409177820268	523
Aster_sampsonii	1	7
Aster_turbinatus	0.6	10
Aster_handelii	0	6
Aster_heterolepis	0	2
Aster_oreophilus	0.379310344827586	29
Aster_tongolensis	0.0487804878048781	41
Aster_souliei	0.0625	64
Aster_brachytrichus	0.19047619047619	21
Aster_flaccidus	0.0104166666666667	192
Aster_diplostephioides	0.0405405405405405	74
Aster_yunnanensis	0.0185185185185185	54
Aster_senecioides	0.461538461538462	13
Aster_batangensis	0.0769230769230769	26
Aster_albescens	0.177570093457944	107
Erigeron_eatonii	0	265
Chamaegeron_keredjensis	0	1
Chamaegeron_oligocephalus	0	17
Galatella_villosa	0	2
Erigeron_acris	0	6408
Erigeron_caucasicus	0	20
Erigeron_hyrcanicus	0	2
Erigeron_uniflorus	0	1807
Kalimeris_altaica	0.1	10
Myriactis_wallichii	0.208791208791209	91
Psychrogeton_aellenii	0	2
Psychrogeton_alexeenkoi	0	18
Psychrogeton_amorphoglossus	0	19
Psychrogeton_cabulicus	0	1
Psychrogeton_chionophilus	0	11
Aster_popovii	0	2
Psychrogeton_persicus	0	4
Printzia_auriculata	0.142857142857143	14
Canadanthus_modestus	0	243
Symphyotrichum_gypsophilum	0.230769230769231	13
Ampelaster_carolinianus	0.0652173913043478	46
Symphyotrichum_ericoides	0.0163618864292589	1039
Symphyotrichum_concolor	0.0151515151515152	66
Symphyotrichum_puniceum	0.00209205020920502	478
Symphyotrichum_retroflexum	0	3
Symphyotrichum_trilineatum	0.8	45
Symphyotrichum_patens	0	349
Symphyotrichum_lateriflorum	0.0191082802547771	314
Symphyotrichum_praealtum	0.0186335403726708	322
Symphyotrichum_undulatum	0.00480769230769231	208
Symphyotrichum_pilosum	0.00407608695652174	736
Symphyotrichum_oblongifolium	0.00527704485488127	379
Aster_moranensis	0.571428571428571	7
Symphyotrichum_pratense	0.0588235294117647	17
Almutaster_pauciflorus	0.317647058823529	85
Symphyotrichum_adnatum	0	23
Camptacra_barbata	0.713004484304933	223
Ceratogyne_obionoides	0	154
Dichromochlamys_dentatifolia	0.0419847328244275	262
Elachanthus_pusillus	0	243
Hullsia_argillicola	0.945945945945946	37
Ixiochlamys_cuneifolia	0	519
Kippistia_suaedifolia	0	253
Minuria_leptophylla	0.0045475216007276	2199
Solenogyne_dominii	0	1407
Vittadinia_eremaea	0.0045662100456621	876
Lagenophora_petiolata	0	1059
Lagenophora_pinnatifida	0	74
Keysseria_helenae	1	3
Lagenophora_barkeri	0	23
Nannoglottis_yunnanensis	0	1
Kalimeris_smithianus	0.375	16
Miyamayomena_savatieri	0	7
Aster_salwinensis	0.0256410256410256	39
Erigeron_breviscapus	0.609375	64
Felicia_namaquana	0	28
Conyza_ulmifolia	0.36	25
Conyza_neocandolleana	1	35
Psiadiella_humilis	0	5
Psiadia_alticola	1	4
Psiadia_altissima	0.888888888888889	9
Psiadia_amygdalina	1	1
Psiadia_angustifolia	0.285714285714286	28
Psiadia_argentea	1	2
Psiadia_aspera	1	1
Psiadia_boivinii	1	1
Psiadia_coarctata	0	8
Psiadia_dentata	1	3
Psiadia_depauperata	1	2
Psiadia_dimorpha	0	2
Psiadia_glutinosa	0.777777777777778	9
Psiadia_godotiana	1	1
Psiadia_inaequidentata	1	2
Psiadia_laurifolia	1	2
Psiadia_leucophylla	1	17
Psiadia_lithospermifolia	1	1
Psiadia_marojejyensis	1	6
Psiadia_nigrescens	1	23
Psiadia_retusa	1	3
Psiadia_sericea	1	1
Psiadia_serrata	1	25
Psiadia_tardieuana	1	3
Psiadia_vestita	0	2
Olearia_colensoi	0	1184
Olearia_solandri	0	121
Olearia_chathamica	0	8
Solidago_arguta	0.00561797752808989	178
Solidago_nemoralis	0.00512820512820513	780
Solidago_virgaurea	0.00387972841901067	8248
Solidago_nitida	0.125	24
Brintonia_discoidea	0	25
Olearia_angustifolia	0	5
Doellingeria_infirma	0	45
Eurybia_avita	0	2
Eurybia_conspicua	0	158
Eurybia_eryngiifolia	0	13
Eurybia_furcata	0	24
Eurybia_compacta	0	11
Eurybia_hemispherica	0.0769230769230769	52
Eurybia_macrophylla	0	230
Eurybia_radula	0	98
Eurybia_radulina	0	223
Eurybia_spectabilis	0	13
Eurybia_spinulosa	0	1
Machaeranthera_tanacetifolia	0.0863309352517986	556
Oreostemma_elatum	0	8
Oreostemma_peirsonii	0	32
Symphyotrichum_campestre	0	123
Symphyotrichum_chapmanii	0	7
Symphyotrichum_depauperatum	0	9
Symphyotrichum_fendleri	0	80
Symphyotrichum_pygmaeum	0	13
Symphyotrichum_sericeum	0	113
Symphyotrichum_yukonense	0	13
Symphyotrichum_tenuifolium	0.0579710144927536	69
Symphyotrichum_drummondii	0	421
Baccharis_neglecta	0.246445497630332	211
Croptilon_rigidifolium	0	2
Ericameria_ericoides	0	196
Gymnosperma_glutinosum	0.307755775577558	1212
Hazardia_cana	0	13
Heterotheca_fulcrata	0.225806451612903	62
Isocoma_veneta	0.242819843342037	383
Isocoma_pluriflora	0.0384615384615385	26
Dieteria_bigelovii	0	148
Xanthisma_blephariphyllum	0.38265306122449	196
Dieteria_canescens	0.000880281690140845	1136
Xanthisma_coloradoense	0.0666666666666667	15
Xanthisma_gracile	0.232432432432432	185
Machaeranthera_heterophylla	0.217391304347826	23
Xanthisma_viscidum	0	5
Oonopsis_engelmannii	0	33
Oonopsis_wardii	0	4
Oreochrysum_parryi	0.0178571428571429	112
Pyrrocoma_crocea	0	27
Machaeranthera_tenuis	0.67741935483871	31
Grindelia_ciliata	0	224
Tonestus_pygmaeus	0	77
Xanthisma_texanum	0.0138888888888889	72
Xanthocephalum_gymnospermoides	0.603960396039604	101
Xylorhiza_wrightii	0	11
Dichrocephala_benthamii	0.380281690140845	71
Brachyscome_basaltica	0.0965346534653465	404
Brachyscome_chrysoglossa	0.0448717948717949	156
Brachyscome_dissectifolia	0	54
Brachyscome_formosa	0	120
Brachyscome_graminea	0.00252525252525253	396
Brachyscome_ciliaris	0.0126516911954557	3873
Brachyscome_melanocarpa	0.0306513409961686	261
Brachyscome_microcarpa	0.0376411543287327	797
Brachyscome_muelleri	0	5
Brachyscome_muelleroides	0	79
Brachyscome_nodosa	0.125	56
Brachyscome_perpusilla	0	205
Brachyscome_petrophila	0	22
Brachyscome_pusilla	0	87
Brachyscome_radicans	0	93
Brachyscome_readeri	0	37
Brachyscome_riparia	0	14
Brachyscome_stolonifera	0	65
Brachyscome_stuartii	0.0148883374689826	403
Brachyscome_tatei	0	42
Brachyscome_tenuiscapa	0	113
Brachyscome_tetrapterocarpa	0.67741935483871	31
Brachyscome_trachycarpa	0.1	260
Lagenophora_stipitata	0.0105977108944468	7077
Brachyscome_glandulosa	0	22
Lagenophora_mikadoi	0	1
Lagenophora_huegelii	0	1183
Lagenophora_lanata	0.84	25
Solenogyne_bellioides	0	1110
Solenogyne_gunnii	0	881
Olearia_elliptica	0.00496431895749302	3223
Olearia_mooneyi	1	5
Solidago_decurrens	0.697674418604651	86
Cyathocline_purpurea	0.880952380952381	42
Brachyscome_lineariloba	0	3031
Brachyscome_breviscapis	0	14
Brachyscome_dichromosomatica	0	180
Brachyscome_angustifolia	0	329
Brachyscome_campylocarpa	0	51
Brachyscome_cardiocarpa	0	174
Brachyscome_curvicarpa	0.0842911877394636	261
Brachyscome_dentata	0.0376447876447876	1036
Brachyscome_eriogona	0	114
Brachyscome_exilis	0	262
Brachyscome_goniocarpa	0.00267379679144385	374
Brachyscome_gracilis	0.0102040816326531	98
Brachyscome_iberidifolia	0	541
Brachyscome_debilis	0	42
Brachyscome_papillosa	0	129
Brachyscome_parvula	0	180
Brachyscome_procumbens	0	67
Brachyscome_rigidula	0	469
Brachyscome_smithwhitei	0.00396825396825397	252
Brachyscome_tesquorum	0.0130434782608696	230
Podocoma_hirsuta	0.421052631578947	19
Podocoma_notobellidiastrum	0.777777777777778	27
Podocoma_rivularis	1	5
Sommerfeltia_cabrerae	1	1
Sommerfeltia_spinulosa	0.793103448275862	29
Microgyne_trifurcata	0.125	24
Microgyne_marchesiana	1	1
Asteropsis_megapotamica	1	3
Inulopsis_scaposa	1	94
Baccharis_salicina	0.0445026178010471	1910
Corethrogyne_filaginifolia	0.00118273211117682	1691
