"","kind","name","rate01.median","rate10.median","count0.median","count1.median","ntip.median","depth.median","total.length.median","average.rate.median","tropic.to.temperate.fraction.median","rate01.sd","rate10.sd","count0.sd","count1.sd","ntip.sd","depth.sd","total.length.sd","average.rate.sd","tropic.to.temperate.fraction.sd","invariant.proportion"
"23","genus","Polyscias",0.0184636848788114,0.0442352372377114,81,13,94,11.675323,342.659776,0.0307289878176974,0.723047243924322,0.0563978345791268,0.222516251278262,26.3599232843261,26.3599232843261,0,0,0,0.116966978287983,0.380316135062268,1
"70","random_94_taxa","Polyscias_RandomTwin",0.020736931524577,0.0484776346842879,67,27,94,105,2670.0939595,0.0339938502361005,0.710017226220304,1.56382618452007,3.35095204511896,5.52039377895703,5.52039377895703,0,2.29267963527054,158.038289425161,2.45723876702206,0.0559706354989494,0
"24","genus","Saussurea",0.018335170044317,0.0501082734983313,107.5,7.5,115,23.59177,291.51347,0.0304883306752221,0.817734337183132,0.159722590299647,1.40625244782046,41.4122645669813,41.4122645669813,0,0,0,0.721052891807995,0.384561446903899,0
"71","random_115_taxa","Saussurea_RandomTwin",0.0197037281082098,0.0443388141578916,81,34,115,105,3043.6758525,0.0316691095997591,0.706076915817586,0.0155628125848352,0.0414099280706854,7.74116635692946,7.74116635692946,0,2.22001416343283,171.470334487216,0.0280475483390076,0.0926125510372983,0
"25","genus","Scaevola",0.0222346453253296,0.0588918705132248,54.5,12.5,67,32.295172,375.157021,0.0517125938560401,0.736157325267188,0.0425335595825024,0.818431426706592,16.3436083945234,16.3436083945234,0,0,0,0.420912278391318,0.349188945825921,1
"72","random_67_taxa","Scaevola_RandomTwin",0.0212972856627836,0.0541278412645029,47,20,67,104.999999,2075.2789945,0.0389618609802348,0.707851250547174,0.308234662162406,0.699654479384038,4.85418698786226,4.85418698786226,0,3.15757487718176,134.236148417287,0.498899926826069,0.0732280237817067,0
"26","genus","Schefflera",0.0209544601350836,0.0535171353957355,82,27,109,44.568447,452.203858,0.0407748747562268,0.744646082251615,0.0187988534426048,0.414270741908472,21.4279978278208,21.4279978278208,0,0,0,0.214114713690643,0.251742859885542,0
"73","random_109_taxa","Schefflera_RandomTwin",0.0207278272194839,0.0474062871616223,77,32,109,105,2954.8228085,0.0344332088760148,0.706972095072405,0.185690750221788,0.314577305582889,6.99999278498907,6.99999278498907,0,2.25666509401499,181.698864620055,0.249355014245044,0.0575808137680999,0
"27","genus","Senecio",0.0191916246886183,0.0436153927408706,215.5,45.5,261,30.860007,823.204222,0.0320860846872039,0.701803797431966,0.0236836579774403,0.0738168690128856,82.3342994667889,82.3342994667889,0,0,0,0.0396929375149829,0.300528169573919,0
"74","random_261_taxa","Senecio_RandomTwin",0.0187539394361342,0.0458550212725266,184,77,261,105,5378.136345,0.0321265409715411,0.713458039552979,0.0047534524886463,0.0125821734896505,15.5192418850557,15.5192418850557,0,0.758271670421082,221.396042005614,0.00778600378203831,0.049336437193584,0
"28","genus","Stevia",0.0256811061466639,0.0473644600349577,72,6,78,7.358961,109.709763,0.0406970398101058,0.597448707900114,0.354233504546772,5.63298081035139,28.1414375086012,28.1414375086012,0,0,0,2.92606012148979,0.411415960325164,4
"75","random_78_taxa","Stevia_RandomTwin",0.0222199936525007,0.0542259822421316,55.5,22.5,78,105,2317.2698795,0.0377991416999909,0.713794873876723,0.361939362869659,0.88024677368223,5.569496649545,5.569496649545,0,2.9709230983824,156.33933609419,0.620247831173663,0.0827260768979927,0
"29","genus","Symphyotrichum",0.0224880480969367,0.0404279867611462,47.5,2.5,50,10.54821,107.924273,0.0297634176050441,0.629815853313335,0.998768976643609,1.7173557460435,18.5293951560348,18.5293951560348,0,0,0,1.01384407330387,0.423298129078264,11
"76","random_50_taxa","Symphyotrichum_RandomTwin",0.0201741643409309,0.0550957811295892,36,14,50,101.172005,1695.6379195,0.0385495688078061,0.728770103274123,1.18127675386625,4.62362106145,4.10039416681279,4.10039416681279,0,3.14258555344201,135.714543124309,2.81511039616037,0.18915273876362,0
"30","genus","Taraxacum",0.0211884399366492,0.0460493452887146,58,5,63,10.351558,148.542825,0.0317010630913223,0.794619233090324,0.110564300204587,0.494656864060945,21.6485611997703,21.6485611997703,0,0,0,0.25663882214072,0.400722040308205,11
"77","random_63_taxa","Taraxacum_RandomTwin",0.0208674501112592,0.0515269969521211,45,18,63,105,2020.3540845,0.0359777029835936,0.703191823930571,0.286487307720115,0.638314917492115,4.54484945467466,4.54484945467466,0,2.96777144642119,154.38904854557,0.461187795317947,0.112314258065584,0
"31","genus","Valeriana",0.0175190473406775,0.0460741602464703,86,29,115,30.861115,1092.923132,0.0319651831636861,0.731076086944843,0.0169699033695479,0.0759436553356554,19.3503034194362,19.3503034194362,0,0,0,0.042683426913523,0.25624033758102,0
"78","random_115_taxa","Valeriana_RandomTwin",0.0181213954901018,0.0445549334153711,81,34,115,105,3049.819668,0.0328405399890605,0.706550445796106,0.0130712944519376,0.0416112839863595,7.91505406223361,7.91505406223361,0,2.39520990491482,180.885564655627,0.0265764558078464,0.073912973312316,0
"32","genus","Viburnum",0.0224048948411067,0.0503225412406814,84,35,119,47.8,354.892365,0.0389682582222131,0.691672232255726,0.0424018267134163,1.06617455873023,32.2259243780563,32.2259243780563,0,0,0,0.539099172213744,0.290741816243815,2
"79","random_119_taxa","Viburnum_RandomTwin",0.02037314055827,0.0489385406411779,86,33,119,105,3164.839532,0.0347716167620927,0.710364080608262,0.028987954300096,0.0785020445333277,7.33175602871825,7.33175602871825,0,2.26064128991758,168.026388476152,0.0534052114511725,0.0904623770217059,0
"33","genus","Wahlenbergia",0.0192415211905393,0.0493361008159711,53,18,71,45.937651,638.440577,0.0359644429632504,0.735672541148909,0.0485837046361554,0.105507408212272,10.9696136779024,10.9696136779024,0,0,0,0.0633433748427766,0.263267996307837,0
"80","random_71_taxa","Wahlenbergia_RandomTwin",0.0220562366633485,0.052105767581226,51,20,71,105,2148.6260695,0.036842399223892,0.721234552320413,0.194298387562062,0.618345828604336,4.92385453017689,4.92385453017689,0,2.90786860745441,152.397276110049,0.40626523409816,0.104328378863949,0
